operator_id,custom_operator,execution_operator,operator_kind,kernel_name
46,null,flash_attn_3::bwd,custom,"void cutlass::device_kernel<flash::FlashAttnBwdPostprocessConvertdQ<cute::tuple<cute::C<80>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, 256, cute::TiledMMA<cute::MMA_Atom<cute::SM90::GMMA::MMA_64x80x16_F32BF16BF16_SS<(cute::SM90::GMMA::Major)1, (cute::SM90::GMMA::Major)0, (cute::SM90::GMMA::ScaleIn)1, (cute::SM90::GMMA::ScaleIn)1> >, cute::Layout<cute::tuple<cute::C<2>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<1>, cute::C<0>, cute::C<0> > >, cute::tuple<cute::Underscore, cute::Underscore, cute::Underscore> >, true> >(flash::FlashAttnBwdPostprocessConvertdQ<cute::tuple<cute::C<80>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, 256, cute::TiledMMA<cute::MMA_Atom<cute::SM90::GMMA::MMA_64x80x16_F32BF16BF16_SS<(cute::SM90::GMMA::Major)1, (cute::SM90::GMMA::Major)0, (cute::SM90::GMMA::ScaleIn)1, (cute::SM90::GMMA::ScaleIn)1> >, cute::Layout<cute::tuple<cute::C<2>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<1>, cute::C<0>, cute::C<0> > >, cute::tuple<cute::Underscore, cute::Underscore, cute::Underscore> >, true>::Params)"
46,null,flash_attn_3::bwd,custom,"void cutlass::device_kernel<flash::FlashAttnBwdPreprocess<cute::tuple<cute::C<64>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, true> >(flash::FlashAttnBwdPreprocess<cute::tuple<cute::C<64>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, true>::Params)"
46,null,flash_attn_3::bwd,custom,"void cutlass::device_kernel<flash::FlashAttnBwdPreprocess<cute::tuple<cute::C<80>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, true> >(flash::FlashAttnBwdPreprocess<cute::tuple<cute::C<80>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, true>::Params)"
46,null,flash_attn_3::bwd,custom,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnBwdSm90<flash::CollectiveMainloopBwdSm90<2, 2, 2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<64>, cute::C<128>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, false, false, true, false, true, false, false, 2, 1, 2, 1, false>, flash::CollectiveEpilogueBwdGQA<cute::tuple<cute::C<64>, cute::C<128>, cute::C<128> >, float, cutlass::arch::Sm90, 256, true, false>, flash::SingleTileBwdLPTScheduler<true, 128, false> > > >(flash::enable_sm90_or_later<flash::FlashAttnBwdSm90<flash::CollectiveMainloopBwdSm90<2, 2, 2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<64>, cute::C<128>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, false, false, true, false, true, false, false, 2, 1, 2, 1, false>, flash::CollectiveEpilogueBwdGQA<cute::tuple<cute::C<64>, cute::C<128>, cute::C<128> >, float, cutlass::arch::Sm90, 256, true, false>, flash::SingleTileBwdLPTScheduler<true, 128, false> > >::Params)"
46,null,flash_attn_3::bwd,custom,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnBwdSm90<flash::CollectiveMainloopBwdSm90<2, 2, 2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<80>, cute::C<128>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, false, false, false, true, false, true, false, true, 2, 1, 2, 1, false>, flash::CollectiveEpilogueBwdGQA<cute::tuple<cute::C<80>, cute::C<128>, cute::C<128> >, float, cutlass::arch::Sm90, 256, true, false>, flash::SingleTileScheduler<true, false, false, 128> > > >(flash::enable_sm90_or_later<flash::FlashAttnBwdSm90<flash::CollectiveMainloopBwdSm90<2, 2, 2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<80>, cute::C<128>, cute::C<128> >, cutlass::bfloat16_t, float, cutlass::arch::Sm90, false, false, false, true, false, true, false, true, 2, 1, 2, 1, false>, flash::CollectiveEpilogueBwdGQA<cute::tuple<cute::C<80>, cute::C<128>, cute::C<128> >, float, cutlass::arch::Sm90, 256, true, false>, flash::SingleTileScheduler<true, false, false, 128> > >::Params)"
47,null,flash_attn_3::fwd,custom,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<128>, cute::C<128>, cute::C<128> >, 128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, false, false, true, false, false, false, true, true, true, false, false>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<128>, cute::C<128>, cute::C<128> >, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cutlass::bfloat16_t, cutlass::arch::Sm90, 256, true, true, false, false>, flash::VarlenDynamicPersistentTileScheduler<128, 128, 256, 128, false, true, true, true, true, true> > > >(flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<128>, cute::C<128>, cute::C<128> >, 128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, true, false, false, true, false, false, false, true, true, true, false, false>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<128>, cute::C<128>, cute::C<128> >, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cutlass::bfloat16_t, cutlass::arch::Sm90, 256, true, true, false, false>, flash::VarlenDynamicPersistentTileScheduler<128, 128, 256, 128, false, true, true, true, true, true> > >::Params)"
47,null,flash_attn_3::fwd,custom,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<128>, cute::C<176>, cute::C<128> >, 128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, false, false, false, true, false, false, false, true, true, true, false, false>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<128>, cute::C<128>, cute::C<176> >, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cutlass::bfloat16_t, cutlass::arch::Sm90, 256, true, true, false, false>, flash::VarlenDynamicPersistentTileScheduler<128, 176, 256, 128, false, true, true, false, true, true> > > >(flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<2, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cute::tuple<cute::C<128>, cute::C<176>, cute::C<128> >, 128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, false, false, false, true, false, false, false, true, true, true, false, false>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<128>, cute::C<128>, cute::C<176> >, cute::tuple<cute::C<1>, cute::C<1>, cute::C<1> >, cutlass::bfloat16_t, cutlass::arch::Sm90, 256, true, true, false, false>, flash::VarlenDynamicPersistentTileScheduler<128, 176, 256, 128, false, true, true, false, true, true> > >::Params)"
47,null,flash_attn_3::fwd,custom,"void flash::prepare_varlen_num_blocks_kernel<1, true>(int, int, int, int const*, int const*, int const*, int const*, int const*, int const*, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int*, int*, int*, int*, int*, bool, bool, bool, int)"
48,null,triton_per_fused__flash_attn_forward__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_squeeze_unsqueeze_view_12,torch_compile,triton_per_fused__flash_attn_forward__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_squeeze_unsqueeze_view_12
49,null,triton_per_fused__flash_attn_forward__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_squeeze_unsqueeze_view_2,torch_compile,triton_per_fused__flash_attn_forward__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_squeeze_unsqueeze_view_2
50,null,triton_per_fused__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_unsqueeze_view_1,torch_compile,triton_per_fused__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_unsqueeze_view_1
51,null,triton_per_fused__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_unsqueeze_view_10,torch_compile,triton_per_fused__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_unsqueeze_view_10
52,null,triton_per_fused__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_unsqueeze_view_3,torch_compile,triton_per_fused__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_unsqueeze_view_3
53,null,triton_per_fused__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_unsqueeze_view_8,torch_compile,triton_per_fused__to_copy_add_cat_mean_mul_neg_pow_rsqrt_slice_unsqueeze_view_8
54,null,triton_per_fused__to_copy_add_div_expand_index_mean_mul_neg_pow_rsqrt_slice_slice_backward_squeeze_sum_unsqueeze_view_23,torch_compile,triton_per_fused__to_copy_add_div_expand_index_mean_mul_neg_pow_rsqrt_slice_slice_backward_squeeze_sum_unsqueeze_view_23
55,null,triton_per_fused__to_copy_add_div_expand_mean_mul_neg_pow_rsqrt_slice_slice_backward_squeeze_sum_unsqueeze_view_24,torch_compile,triton_per_fused__to_copy_add_div_expand_mean_mul_neg_pow_rsqrt_slice_slice_backward_squeeze_sum_unsqueeze_view_24
56,null,triton_per_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_scalar_tensor_sum_unsqueeze_where_19,torch_compile,triton_per_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_scalar_tensor_sum_unsqueeze_where_19
57,null,triton_per_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_sum_view_16,torch_compile,triton_per_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_sum_view_16
58,null,triton_per_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_sum_view_18,torch_compile,triton_per_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_sum_view_18
59,null,triton_poi_fused__to_copy_add_index_put_mean_mul_pow_rsqrt_slice_unsqueeze_view_11,torch_compile,triton_poi_fused__to_copy_add_index_put_mean_mul_pow_rsqrt_slice_unsqueeze_view_11
60,null,triton_poi_fused__to_copy_add_index_put_mean_mul_pow_rsqrt_slice_unsqueeze_view_6,torch_compile,triton_poi_fused__to_copy_add_index_put_mean_mul_pow_rsqrt_slice_unsqueeze_view_6
61,null,triton_poi_fused_add_index_mul_neg_slice_slice_backward_squeeze_unsqueeze_15,torch_compile,triton_poi_fused_add_index_mul_neg_slice_slice_backward_squeeze_unsqueeze_15
62,null,triton_poi_fused_add_index_slice_backward_squeeze_unsqueeze_25,torch_compile,triton_poi_fused_add_index_slice_backward_squeeze_unsqueeze_25
63,null,triton_poi_fused_add_mul_neg_slice_slice_backward_squeeze_unsqueeze_17,torch_compile,triton_poi_fused_add_mul_neg_slice_slice_backward_squeeze_unsqueeze_17
64,null,triton_poi_fused_add_new_zeros_unsqueeze_where_15,torch_compile,triton_poi_fused_add_new_zeros_unsqueeze_where_15
65,null,triton_poi_fused_add_new_zeros_unsqueeze_where_5,torch_compile,triton_poi_fused_add_new_zeros_unsqueeze_where_5
66,null,triton_poi_fused_index_put_new_zeros_slice_4,torch_compile,triton_poi_fused_index_put_new_zeros_slice_4
67,null,triton_poi_fused_index_put_new_zeros_slice_5,torch_compile,triton_poi_fused_index_put_new_zeros_slice_5
68,null,triton_poi_fused_index_put_new_zeros_slice_6,torch_compile,triton_poi_fused_index_put_new_zeros_slice_6
69,null,triton_poi_fused_index_put_new_zeros_slice_7,torch_compile,triton_poi_fused_index_put_new_zeros_slice_7
70,null,triton_poi_fused_index_put_slice_view_7,torch_compile,triton_poi_fused_index_put_slice_view_7
71,null,triton_poi_fused_index_put_slice_view_9,torch_compile,triton_poi_fused_index_put_slice_view_9
72,null,triton_poi_fused_index_put_squeeze_unsqueeze_zeros_21,torch_compile,triton_poi_fused_index_put_squeeze_unsqueeze_zeros_21
73,null,triton_poi_fused_index_put_squeeze_unsqueeze_zeros_22,torch_compile,triton_poi_fused_index_put_squeeze_unsqueeze_zeros_22
74,null,triton_poi_fused_mul_silu_14,torch_compile,triton_poi_fused_mul_silu_14
75,null,triton_poi_fused_mul_silu_4,torch_compile,triton_poi_fused_mul_silu_4
76,null,triton_poi_fused_mul_silu_silu_backward_12,torch_compile,triton_poi_fused_mul_silu_silu_backward_12
77,null,triton_poi_fused_mul_silu_silu_backward_13,torch_compile,triton_poi_fused_mul_silu_silu_backward_13
78,null,triton_red_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_scalar_tensor_sum_unsqueeze_where_14,torch_compile,triton_red_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_scalar_tensor_sum_unsqueeze_where_14
79,null,triton_red_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_scalar_tensor_sum_unsqueeze_where_20,torch_compile,triton_red_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_scalar_tensor_sum_unsqueeze_where_20
80,null,triton_red_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_sum_26,torch_compile,triton_red_fused__to_copy_add_div_expand_mean_mul_pow_rsqrt_sum_26
81,null,triton_red_fused__to_copy_add_mean_mul_new_zeros_pow_rsqrt_scalar_tensor_unsqueeze_where_11,torch_compile,triton_red_fused__to_copy_add_mean_mul_new_zeros_pow_rsqrt_scalar_tensor_unsqueeze_where_11
82,null,triton_red_fused__to_copy_add_mean_mul_new_zeros_pow_rsqrt_scalar_tensor_unsqueeze_where_9,torch_compile,triton_red_fused__to_copy_add_mean_mul_new_zeros_pow_rsqrt_scalar_tensor_unsqueeze_where_9
83,null,triton_red_fused__to_copy_add_mean_mul_new_zeros_pow_rsqrt_unsqueeze_where_13,torch_compile,triton_red_fused__to_copy_add_mean_mul_new_zeros_pow_rsqrt_unsqueeze_where_13
84,null,triton_red_fused__to_copy_add_mean_mul_new_zeros_pow_rsqrt_unsqueeze_where_3,torch_compile,triton_red_fused__to_copy_add_mean_mul_new_zeros_pow_rsqrt_unsqueeze_where_3
85,null,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,torch_compile,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0
86,null,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2,torch_compile,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_2
87,null,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_8,torch_compile,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_8
